id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
106,"Nobody Loves Me (Keiner liebt mich) (1994)",Comedy|Drama,4.25,8,0,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg,106
107,"Muppet Treasure Island (1996)","Adventure|Children's|Comedy|Musical",3.102,196,0,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,107
108,"Catwalk (1995)",Documentary,4.0,8,0,https://m.media-amazon.com/images/M/MV5BNDQzOWI5ZWMtNzczMC00Y2FkLWFlMjEtYWMzMTI4ZjVmNmZmXkEyXkFqcGdeQXVyMTE3Njg3MTc@._V1_SX300.jpg,108
109,"Headless Body in Topless Bar (1995)",Comedy,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTYyMTAzNDY0NF5BMl5BanBnXkFtZTcwODc4ODcxMQ@@._V1_SX300.jpg,109
110,"Braveheart (1995)",Action|Drama|War,4.17,2072,0,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,110
111,"Taxi Driver (1976)",Drama|Thriller,4.137,864,0,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,111
112,"Rumble in the Bronx (1995)",Action|Adventure|Crime,3.441,508,0,https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,112
113,"Before and After (1996)",Drama|Mystery,2.923,52,0,https://m.media-amazon.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_SX300.jpg,113
114,"Margaret's Museum (1995)",Drama,2.5,8,0,https://m.media-amazon.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@._V1_SX300.jpg,114
115,"Happiness Is in the Field (1995)",Comedy,0.0,0,0,https://m.media-amazon.com/images/M/MV5BNWVlZDI1MTEtNGMxMS00ZWUyLWE4MDAtYzE5MzY0YjA2ZWM0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,115
116,"Anne Frank Remembered (1995)",Documentary,4.056,36,0,https://m.media-amazon.com/images/M/MV5BMTQ3NjcxMjEwMV5BMl5BanBnXkFtZTYwODMwNTc4._V1_SX300.jpg,116
117,"Young Poisoner's Handbook, The (1995)",Crime,3.742,62,0,https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SX300.jpg,117
118,"If Lucy Fell (1996)",Comedy|Romance,3.167,48,0,https://m.media-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,118
119,"Steal Big, Steal Little (1995)",Comedy,2.667,12,0,https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,119
120,"Race the Sun (1996)",Drama,2.5,4,0,https://m.media-amazon.com/images/M/MV5BZDQ2ZGJlOTAtMmM1Yi00MGNlLWIwMDgtMzkzNTA1NWU3YzhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,120
121,"Boys of St. Vincent, The (1993)",Drama,4.133,30,0,https://m.media-amazon.com/images/M/MV5BODc3YjhlN2UtOWI3Mi00YTg4LTlhM2ItODI2ZGYzNjIxMDIzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,121
122,"Boomerang (1992)",Comedy|Romance,2.537,134,0,https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,122
123,"Chungking Express (1994)",Drama|Mystery|Romance,3.65,80,0,https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,123
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,4.25,8,0,https://m.media-amazon.com/images/M/MV5BNjM4OTI1MjMtMGU4OC00MzExLWFmY2EtNzM5Yjc5ZjdmNWUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_SX300.jpg,124
125,"Flirting With Disaster (1996)",Comedy,3.854,260,0,https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,125
126,"NeverEnding Story III, The (1994)","Adventure|Children's|Fantasy",1.646,96,0,https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,126
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,0.0,0,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,127
128,"Jupiter's Wife (1994)",Documentary,4.5,4,0,https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_SX300.jpg,128
129,"Pie in the Sky (1995)",Comedy|Romance,3.3,20,0,https://m.media-amazon.com/images/M/MV5BMTYzMDcxNzY3Nl5BMl5BanBnXkFtZTcwNjI5NzMyNA@@._V1_SX300.jpg,129
130,"Angela (1995)",Drama,3.0,2,0,https://m.media-amazon.com/images/M/MV5BMTkyMTQzMzY1MF5BMl5BanBnXkFtZTcwMTc4NzkyMQ@@._V1_SX300.jpg,130
131,"Frankie Starlight (1995)",Drama|Romance,2.0,8,0,https://m.media-amazon.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@._V1_SX300.jpg,131
132,"Jade (1995)",Thriller,2.207,58,0,https://m.media-amazon.com/images/M/MV5BMzViMTNjNGUtMTQyNy00NTRhLWIzODEtYzJkM2YyNTg3YjMwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,132
133,"Nueba Yol (1995)",Comedy|Drama,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ1Yjc3MjItNDdmNi00YzQ5LWIwMzQtMzkwNTdkNDg2MmQ0XkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_SX300.jpg,
134,"Sonic Outlaws (1995)",Documentary,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1_SX300.jpg,
135,"Down Periscope (1996)",Comedy,2.937,126,0,https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,135
136,"From the Journals of Jean Seberg (1995)",Documentary,4.0,12,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODgzNDE1NV5BMl5BanBnXkFtZTcwMTY4MDMyMQ@@._V1_SX300.jpg,136
137,"Man of the Year (1995)",Documentary,3.0,16,0,https://m.media-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_SX300.jpg,137
138,"Neon Bible, The (1995)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BNzg1MzgyMDUyNl5BMl5BanBnXkFtZTcwNTk5MjcyMQ@@._V1_SX300.jpg,138
139,"Target (1995)",Action|Drama,4.0,2,0,https://m.media-amazon.com/images/M/MV5BOTUxNmZiOWQtOWFmMy00YTU1LTkzMGItOTRhZDA0ZDAwMDE5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,
140,"Up Close and Personal (1996)",Drama|Romance,3.094,106,0,https://m.media-amazon.com/images/M/MV5BYjg5NDdhN2YtYzNiMC00NDI3LWJmOWQtMGJhMzE0ZWQ2NTg2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,140
141,"Birdcage, The (1996)",Comedy,3.559,508,0,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,141
142,"Shadows (Cienie) (1988)",Drama,1.0,2,0,https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,142
143,"Gospa (1995)",Drama,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdkOGMzN2EtM2JkYi00YTNjLTlhNjAtYjVkZWRjYWVmNjI5XkEyXkFqcGdeQXVyNjU4NzAyNjg@._V1_SX300.jpg,
144,"Brothers McMullen, The (1995)",Comedy,3.275,444,0,https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,144
145,"Bad Boys (1995)",Action,3.231,260,0,https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,145
146,"Amazing Panda Adventure, The (1995)","Adventure|Children's",2.889,18,0,https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,146
147,"Basketball Diaries, The (1995)",Drama,3.203,118,0,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,147
148,"Awfully Big Adventure, An (1995)",Drama,2.909,22,0,https://m.media-amazon.com/images/M/MV5BN2I1ZGQzM2YtYTlhYy00MmRiLTlhYWUtMjk2OTMyODNjNjgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,148
149,"Amateur (1994)",Crime|Drama|Thriller,3.938,32,0,https://m.media-amazon.com/images/M/MV5BMTIwNzE5OTkxMV5BMl5BanBnXkFtZTcwMzIxMjAwMQ@@._V1_SX300.jpg,149
150,"Apollo 13 (1995)",Drama,4.065,992,0,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,150
151,"Rob Roy (1995)",Drama|Romance|War,3.567,462,0,https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg,151
152,"Addiction, The (1995)",Horror,3.174,46,0,https://m.media-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,152
153,"Batman Forever (1995)",Action|Adventure|Comedy|Crime,2.712,626,0,https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,153
154,"Belle de jour (1967)",Drama,3.886,140,0,https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,154
155,"Beyond Rangoon (1995)",Drama|War,3.147,68,0,https://m.media-amazon.com/images/M/MV5BYTg0NzU0NGQtMTgzZS00ZjJhLTllZGItM2Q4OWFmYzY2YmIzXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,155
156,"Blue in the Face (1995)",Comedy,3.222,54,0,https://m.media-amazon.com/images/M/MV5BMzMzMTBjMzQtNGVmZS00MTg2LTgyNGYtZDRjNDIzMDJiNzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,156
157,"Canadian Bacon (1994)",Comedy|War,2.776,170,0,https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,157
158,"Casper (1995)","Adventure|Children's",2.917,218,0,https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,158
159,"Clockers (1995)",Drama,3.304,92,0,https://m.media-amazon.com/images/M/MV5BY2JmNTUyYWQtMTZhMy00YTE4LTllNGItMDZmNTBiZTkyNjE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,159
160,"Congo (1995)",Action|Adventure|Mystery|Sci-Fi,2.178,484,0,https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,160
161,"Crimson Tide (1995)",Drama|Thriller|War,3.74,638,0,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,161
162,"Crumb (1994)",Documentary,4.094,424,0,https://m.media-amazon.com/images/M/MV5BYTViMDM5YjktMDhjNy00MjZjLTg2ODctOGI3MzkzYWNiODA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,162
163,"Desperado (1995)",Action|Romance|Thriller,3.507,410,0,https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,163
164,"Devil in a Blue Dress (1995)",Crime|Film-Noir|Mystery|Thriller,3.551,294,0,https://m.media-amazon.com/images/M/MV5BNjI3NjFiNmMtMmQ1ZC00OTUwLWJlMWMtM2UxY2M2NDQ0OWJhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,164
165,"Die Hard: With a Vengeance (1995)",Action|Thriller,3.573,632,0,https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,165
166,"Doom Generation, The (1995)",Comedy|Drama,2.893,56,0,https://m.media-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,166
167,"Feast of July (1995)",Drama,4.0,4,0,https://m.media-amazon.com/images/M/MV5BODQ5NTcyODQ4Ml5BMl5BanBnXkFtZTcwNjgxNzUyMQ@@._V1_SX300.jpg,167
168,"First Knight (1995)",Action|Adventure|Drama|Romance,2.935,306,0,https://m.media-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,168
169,"Free Willy 2: The Adventure Home (1995)","Adventure|Children's|Drama",2.021,94,0,https://m.media-amazon.com/images/M/MV5BZWY3OWY3MjUtN2E3NS00M2RkLWI5MWUtMmI4MjQ0MjFmZjM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,169
170,"Hackers (1995)",Action|Crime|Thriller,3.081,270,0,https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,170
171,"Jeffrey (1995)",Comedy,3.342,76,0,https://m.media-amazon.com/images/M/MV5BMTc4MjM1Njc3NF5BMl5BanBnXkFtZTcwNzI0OTgyMQ@@._V1_SX300.jpg,171
172,"Johnny Mnemonic (1995)",Action|Sci-Fi|Thriller,2.565,354,0,https://m.media-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,172
173,"Judge Dredd (1995)",Action|Adventure|Sci-Fi,2.261,436,0,https://m.media-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,173
174,"Jury Duty (1995)",Comedy,2.349,86,0,https://m.media-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,174
175,"Kids (1995)",Drama,3.379,190,0,https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,175
176,"Living in Oblivion (1995)",Comedy,3.917,168,0,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,
177,"Lord of Illusions (1995)",Horror,2.692,104,0,https://m.media-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_SX300.jpg,177
178,"Love & Human Remains (1993)",Comedy,3.625,16,0,https://m.media-amazon.com/images/M/MV5BYzU2ZjUxYWMtOWU5OC00MjVkLThiMTMtNzhhODg4YjAzMjIyXkEyXkFqcGdeQXVyMjE3MTA1Mw@@._V1_SX300.jpg,178
179,"Mad Love (1995)",Drama|Romance,2.087,46,0,https://m.media-amazon.com/images/M/MV5BZjBlZmVmZWItODBhNC00MzY0LWFjMDktODI0NmJiMDAxYmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,179
180,"Mallrats (1995)",Comedy,3.526,388,0,https://m.media-amazon.com/images/M/MV5BZGNhYzE4YzktNDIwNC00YmRiLTgyOTgtMzk1ZjNhNmI4ODI1XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,180
181,"Mighty Morphin Power Rangers: The Movie (1995)","Action|Children's",1.714,84,0,https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,181
182,"Moonlight and Valentino (1995)",Drama|Romance,3.263,38,0,https://m.media-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,182
183,"Mute Witness (1994)",Thriller,3.625,16,0,https://m.media-amazon.com/images/M/MV5BNTJkYWU2MjQtMGI4Ny00MGZjLWIzN2QtZDFmYWFkNDQ2NzJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,183
184,"Nadja (1994)",Drama,3.857,28,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@._V1_SX300.jpg,184
185,"Net, The (1995)",Sci-Fi|Thriller,2.761,444,0,https://m.media-amazon.com/images/M/MV5BYWU1YjQ3NTUtZjZkZi00ZDc5LTgyZTgtNzkxMTIzNzUwZGY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,185
186,"Nine Months (1995)",Comedy,2.796,186,0,https://m.media-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,186
187,"Party Girl (1995)",Comedy,3.128,78,0,https://m.media-amazon.com/images/M/MV5BNDkxZTY2YzctMDkxNy00NzA0LWE3MDYtNmRlMGQyZGNjZWIxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,187
188,"Prophecy, The (1995)",Horror,3.167,132,0,https://m.media-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,188
189,"Reckless (1995)",Comedy,3.857,14,0,https://m.media-amazon.com/images/M/MV5BY2EyZGU0ZWUtNTgzNy00NDBkLThhMWQtNTM2NzU4ZTNhMjIzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,
190,"Safe (1995)",Thriller,3.761,92,0,https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg,190
191,"Scarlet Letter, The (1995)",Drama,2.292,48,0,https://m.media-amazon.com/images/M/MV5BMTkxOWQ0OWMtY2E5YS00YjkzLWFjODQtZGY4NTQ5YmE2OGIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,191
192,"Show, The (1995)",Documentary,3.0,4,0,https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,192
193,"Showgirls (1995)",Drama,2.054,184,0,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_SX300.jpg,193
194,"Smoke (1995)",Drama,3.783,166,0,https://m.media-amazon.com/images/M/MV5BMmU3MTNiYjEtODQ5Yy00Y2RiLWIyMjctNGNiNmFmYTA4Y2NhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,194
195,"Something to Talk About (1995)",Comedy|Drama|Romance,2.894,132,0,https://m.media-amazon.com/images/M/MV5BZDhmOTczMjItMzg5NS00OTFiLWEzYTctMjAxMTZmMWVmMmQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,195
196,"Species (1995)",Horror|Sci-Fi,2.814,440,0,https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@._V1_SX300.jpg,196
197,"Stars Fell on Henrietta, The (1995)",Drama,2.571,14,0,https://m.media-amazon.com/images/M/MV5BMTU4NTYzMzIzMF5BMl5BanBnXkFtZTcwODk4MTkxMQ@@._V1_SX300.jpg,197
198,"Strange Days (1995)",Action|Crime|Sci-Fi,3.223,484,0,https://m.media-amazon.com/images/M/MV5BODFkMTBmNjktMjM1Yy00MjY5LTliMGEtM2FhYjE2YjRmN2RkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,198
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,3.893,112,0,https://m.media-amazon.com/images/M/MV5BZmMyNzg3MGYtZTllNS00MjVjLWI0NmQtMTZlNzBmZjBjZTZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,199
200,"Tie That Binds, The (1995)",Thriller,2.0,14,0,https://m.media-amazon.com/images/M/MV5BMTg1NDgxMzYyM15BMl5BanBnXkFtZTcwNzIyOTEyMQ@@._V1_SX300.jpg,200
201,"Three Wishes (1995)",Drama,2.35,40,0,https://m.media-amazon.com/images/M/MV5BMTg3NDEyNDM4NF5BMl5BanBnXkFtZTcwMzM2MzQyMQ@@._V1_SX300.jpg,201
202,"Total Eclipse (1995)",Drama|Romance,2.353,34,0,https://m.media-amazon.com/images/M/MV5BMjEyMTY0NDM2N15BMl5BanBnXkFtZTcwMjMzNDYxMQ@@._V1_SX300.jpg,202
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,2.947,152,0,https://m.media-amazon.com/images/M/MV5BYjZmOTU3MjYtY2NhNi00ZmMxLWE5ZDgtNGVlYjVmOWMxYzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,203
204,"Under Siege 2: Dark Territory (1995)",Action,2.706,170,0,https://m.media-amazon.com/images/M/MV5BMmUxMDE0MTItMTRiMC00YzgwLTkwODItN2FkOTQ0MjNhY2QwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,204
205,"Unstrung Heroes (1995)",Comedy|Drama,3.5,72,0,https://m.media-amazon.com/images/M/MV5BNGI4YWI4YmYtZTAyMS00NGE0LThlMDUtNmQ1OTcyMGUwNTM1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,205
206,"Unzipped (1995)",Documentary,3.457,70,0,https://m.media-amazon.com/images/M/MV5BMjAwODIwMTk2Nl5BMl5BanBnXkFtZTcwMzA4NDUyMQ@@._V1_SX300.jpg,206
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.097,186,0,https://m.media-amazon.com/images/M/MV5BNjg3OTQzOTM5MF5BMl5BanBnXkFtZTYwNTY5NzY5._V1_SX300.jpg,207
208,"Waterworld (1995)",Action|Adventure,2.702,516,0,https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,208
209,"White Man's Burden (1995)",Drama,2.526,38,0,https://m.media-amazon.com/images/M/MV5BYTY1ZjgzZTEtMmQwOS00NzA4LWJlOTYtNzhjNzMzMWY5NmQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,209
210,"Wild Bill (1995)",Western,3.125,32,0,https://m.media-amazon.com/images/M/MV5BMTg5NzQ1Mzg5N15BMl5BanBnXkFtZTcwMzM5OTc0Nw@@._V1_SX300.jpg,210
211,"Browning Version, The (1994)",Drama,3.467,30,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1Mzk0MjY3MV5BMl5BanBnXkFtZTcwODExMTkyMQ@@._V1_SX300.jpg,211
